order_id,user_id,amount,quantity,created_at,status
A0725,0356,450.1,,2025-07-16T08:13:00Z,refund
A3388,0188,358.08,3,,refunded
A4043,0794,367.31,2,2025-08-05T21:49:00Z,Refunded
A1768,0455,232.98,6,2025-06-16T06:46:00Z,Refunded
A1995,0520,315.44,5,2025-01-02T23:03:00Z,refunded
A1219,0183,340.25,2,2025-06-23T14:18:00Z,Refunded
A3540,0614,444.63,4,2025-02-08T01:08:00Z,paid
A1086,0956,337.97,3,2025-03-04T01:31:00Z,paid
A3153,0141,362.58,8,2025-09-18T11:17:00Z,Pending
A1926,0968,185.84,3,2025-03-22T01:50:00Z,Pending
A0025,0755,449.75,6,2025-05-08T11:08:00Z,
A0317,0109,223.45,8,2025-05-11T00:19:00Z,Paid
A1640,0900,69.67,4,2025-08-10T23:18:00Z,Pending
A2632,0526,327.18,9,2025-01-20T01:07:00Z,paid
A3618,0007,,6,2025-02-11T12:22:00Z,Paid
A1179,0106,108.11,6,2025-09-13T05:19:00Z,Paid
A3794,0836,,6,2025-08-22T14:28:00Z,PAID
A0622,0045,264.19,8,2025-12-16T22:32:00Z,refunded
A1024,0832,170.46,6,,
A4124,0134,101.59,6,,Paid
A3027,0457,32.93,6,2025-11-11T13:35:00Z,refund
A4995,0451,,9,2025-08-19T14:25:00Z,paid
A0904,0783,,9,2025-02-27T11:02:00Z,Pending
A2253,0622,74.06,5,,
A3670,0455,227.0,5,2025-08-22T04:00:00Z,paid
A1218,0117,273.5,5,2025-10-31T03:02:00Z,refund
A0429,0354,451.8,7,2025-09-27T07:14:00Z,refund
A4927,0001,194.37,3,2025-05-29T23:16:00Z,refunded
A0067,0730,345.71,9,2025-08-08T17:47:00Z,refunded
A4378,0360,108.21,9,2025-01-23T09:04:00Z,Pending
A3709,0161,,,2025-09-07T14:43:00Z,paid
A3908,0132,351.58,9,2025-03-05T13:01:00Z,paid
A2956,0148,283.14,6,,refunded
A0085,0367,376.24,,2025-05-10T17:20:00Z,Paid
A3096,0398,490.74,9,2025-05-28T10:46:00Z,Refunded
A4300,0668,340.82,,,Pending
A3190,0127,433.2,5,2025-04-06T14:08:00Z,refunded
A3565,0429,146.1,6,2025-05-05T14:14:00Z,Paid
A2628,0325,,1,2025-03-14T19:19:00Z,paid
A0293,0329,184.39,6,,paid
A3784,0623,18.93,3,2025-03-05T08:24:00Z,refund
A1703,0730,142.69,2,2025-02-10T17:04:00Z,refund
A4776,0818,346.85,5,,Refunded
A4592,0060,,8,2025-04-21T17:03:00Z,refunded
A1850,0195,192.82,3,2025-12-13T01:29:00Z,paid
A4894,0820,86.0,5,2025-05-21T21:27:00Z,Paid
A0980,0932,442.36,5,2025-01-18T04:30:00Z,paid
A2935,0226,402.47,3,2025-05-31T13:32:00Z,PAID
A4288,0419,173.36,4,2025-05-26T12:16:00Z,
A2802,0364,187.49,5,2025-05-24T18:45:00Z,paid
A1212,0188,207.51,7,2025-01-25T12:12:00Z,Pending
A1135,0124,442.85,5,,Pending
A2619,0063,486.5,5,2025-10-01T02:33:00Z,paid
A3159,0048,199.86,1,2025-01-15T19:59:00Z,PAID
A4728,0186,55.95,3,2025-04-25T02:23:00Z,PAID
A2753,0413,129.93,,,Paid
A4197,0364,160.7,9,2025-07-25T20:19:00Z,Paid
A3728,0267,225.88,,2025-08-07T02:01:00Z,PAID
A3285,0226,18.53,8,2025-01-23T18:05:00Z,
A1809,0110,,6,,Pending
A1690,0455,390.41,2,2025-09-21T07:43:00Z,refunded
A0647,0847,102.76,,2025-04-30T05:03:00Z,refund
A0623,0554,147.86,3,2025-10-06T08:17:00Z,PAID
A2634,0328,488.02,9,,Refunded
A3999,0166,84.53,2,2025-11-24T18:24:00Z,refunded
A3970,0342,236.14,5,2025-09-14T05:17:00Z,refund
A4132,0189,273.13,3,2025-04-22T03:16:00Z,Refunded
A2229,0729,307.22,8,,Paid
A0999,0829,71.63,7,2025-11-11T00:39:00Z,PAID
A4591,0981,395.51,9,2025-06-02T12:47:00Z,Refunded
A0621,0755,426.77,1,2025-08-30T18:54:00Z,refunded
A0803,0418,483.71,,2025-11-05T18:51:00Z,refunded
A0029,0353,206.09,8,,Refunded
A0150,0779,422.46,8,2025-12-17T02:48:00Z,refunded
A2818,0484,297.23,8,2025-07-10T07:03:00Z,refunded
A3146,0396,,7,,Refunded
A3557,0510,118.53,4,2025-08-14T23:40:00Z,refunded
A4113,0625,,9,2025-06-13T13:04:00Z,Refunded
A0195,0588,252.33,,2025-09-05T05:15:00Z,PAID
A2908,0862,,7,2025-09-12T22:06:00Z,Refunded
A3591,0072,252.65,9,2025-03-12T05:50:00Z,Paid
A0456,0614,497.87,1,2025-09-29T13:39:00Z,Refunded
A2139,0104,84.71,2,2025-07-09T12:35:00Z,Refunded
A4502,0472,28.82,8,2025-08-06T08:54:00Z,
A3799,0223,444.19,2,2025-08-23T23:23:00Z,Pending
A4121,0557,314.54,4,2025-05-27T08:28:00Z,Pending
A3006,0245,,1,2025-07-22T02:52:00Z,Paid
A0272,0933,452.76,4,2025-11-28T14:33:00Z,Paid
A0218,0327,,7,2025-03-31T03:53:00Z,Paid
A3549,0576,,8,,Paid
A2155,0762,324.34,8,2025-09-15T18:15:00Z,PAID
A0459,0741,57.7,4,2025-12-11T01:23:00Z,PAID
A0714,0843,123.26,4,2025-04-10T04:56:00Z,paid
A4923,0972,25.26,6,2025-07-12T08:26:00Z,Pending
A1797,0870,212.64,5,2025-04-08T05:11:00Z,PAID
A4950,0879,356.06,3,,
A4365,0370,422.2,5,2025-11-02T23:54:00Z,Pending
A3772,0784,308.85,2,2025-08-12T18:09:00Z,
A4140,0399,109.72,7,2025-03-18T04:27:00Z,Paid
A4436,0482,7.05,2,2025-03-31T20:30:00Z,Paid
A3629,0857,316.52,3,2025-10-17T16:24:00Z,PAID
A1757,0814,131.57,1,2025-08-24T03:36:00Z,paid
A2360,0343,391.06,9,2025-06-01T11:06:00Z,Paid
A3523,0620,112.46,1,2025-11-06T21:55:00Z,refunded
A0204,0785,113.09,8,2025-03-20T12:57:00Z,refunded
A1940,0222,164.75,6,2025-08-15T02:17:00Z,PAID
A0271,0516,487.26,5,2025-11-11T20:41:00Z,Refunded
A0614,0852,141.82,5,2025-05-16T11:33:00Z,Pending
A0717,0995,10.27,1,2025-05-15T21:05:00Z,paid
A3465,0908,138.82,,2025-09-01T22:55:00Z,refunded
A1470,0113,75.44,2,2025-11-15T16:14:00Z,PAID
A3508,0305,132.57,7,2025-05-06T21:38:00Z,Refunded
A0540,0154,58.43,1,2025-03-06T05:06:00Z,paid
A1119,0169,336.57,2,2025-06-26T05:09:00Z,PAID
A1302,0730,89.31,6,2025-07-21T20:13:00Z,paid
A3273,0348,31.12,7,2025-09-09T21:20:00Z,Pending
A2573,0020,,2,2025-12-19T14:28:00Z,
A0806,0556,416.96,9,2025-07-16T00:22:00Z,Refunded
A4421,0007,376.42,7,2025-07-17T21:18:00Z,paid
A1358,0008,177.14,9,,Pending
A2900,0858,145.63,7,2025-02-06T00:00:00Z,Paid
A3856,0420,406.33,,2025-10-24T03:22:00Z,PAID
A1316,0141,190.08,4,2025-11-09T18:36:00Z,
A3498,0513,26.36,4,2025-06-05T19:30:00Z,refunded
A2119,0142,,7,2025-10-06T02:13:00Z,refunded
A2652,0983,334.56,7,2025-12-16T13:45:00Z,PAID
A4585,0653,482.5,6,2025-11-07T15:19:00Z,Refunded
A1840,0404,324.75,8,2025-04-11T09:53:00Z,Pending
A2506,0016,26.54,5,2025-02-19T19:50:00Z,Refunded
A4746,0506,89.88,9,2025-10-12T13:17:00Z,refunded
A0599,0435,485.67,7,2025-11-20T00:10:00Z,refund
A3459,0068,30.66,4,2025-03-03T09:04:00Z,refund
A0175,0530,476.22,1,2025-06-07T17:26:00Z,Paid
A0619,0048,283.62,1,2025-10-09T14:07:00Z,refund
A0119,0737,,9,2025-12-04T06:03:00Z,refunded
A4013,0362,446.36,9,,Refunded
A3982,0145,,1,2025-08-12T06:06:00Z,Refunded
A2655,0293,421.21,3,2025-04-21T04:08:00Z,refunded
A2182,0926,233.31,8,2025-06-05T21:34:00Z,Paid
A0626,0933,241.91,1,2025-10-21T16:55:00Z,paid
A0703,0628,134.47,,2025-03-05T19:38:00Z,Refunded
A1036,0689,325.57,7,,PAID
A0159,0221,9.78,8,2025-09-09T10:25:00Z,refunded
A4011,0683,28.14,1,2025-03-11T22:58:00Z,Refunded
A2609,0848,204.67,1,2025-08-07T07:19:00Z,refund
A4404,0277,17.6,9,2025-03-19T02:35:00Z,paid
A4619,0642,75.91,,2025-10-25T03:27:00Z,refunded
A4308,0340,485.7,8,2025-03-24T08:49:00Z,Pending
A3681,0314,191.77,7,2025-07-01T18:36:00Z,refunded
A3694,0139,231.08,8,2025-09-11T09:18:00Z,
A0934,0249,66.27,1,2025-10-10T21:39:00Z,
A2912,0331,458.79,4,,paid
A0322,0557,465.9,4,2025-01-02T21:36:00Z,refund
A0125,0335,53.85,3,2025-08-15T06:48:00Z,refunded
A1852,0753,165.17,,2025-12-19T05:32:00Z,refund
A3010,0677,94.3,,2025-01-07T15:08:00Z,Paid
A0454,0837,485.56,,2025-12-18T04:31:00Z,PAID
A0655,0515,52.86,3,,refund
A0529,0090,,6,2025-08-14T15:09:00Z,refund
A3333,0169,,1,2025-05-12T10:45:00Z,paid
A0106,0652,,3,2025-01-02T10:47:00Z,PAID
A3247,0459,473.1,7,2025-02-01T21:38:00Z,PAID
A4512,0094,380.27,,2025-08-08T14:27:00Z,refund
A4618,0332,485.39,4,2025-03-22T21:56:00Z,Paid
A0306,0426,300.1,6,2025-10-22T04:05:00Z,Refunded
A4289,0100,71.45,9,2025-09-27T13:09:00Z,Pending
A4846,0049,77.47,2,2025-09-08T10:18:00Z,paid
A2875,0594,332.84,4,2025-10-21T07:26:00Z,Paid
A2241,0250,480.48,1,2025-06-09T11:41:00Z,PAID
A4133,0653,50.5,9,2025-04-13T17:23:00Z,Refunded
A4059,0209,174.62,,,refund
A1799,0449,21.92,4,2025-03-23T09:53:00Z,Refunded
A1783,0928,461.28,8,2025-01-10T14:03:00Z,Pending
A2478,0041,102.13,9,2025-02-06T00:04:00Z,
A2195,0691,433.22,7,2025-10-20T16:25:00Z,Pending
A3711,0658,28.88,4,2025-11-22T14:04:00Z,Refunded
A4142,0874,477.59,5,2025-12-20T13:54:00Z,refunded
A0239,0517,,5,2025-10-14T22:46:00Z,paid
A0962,0155,471.36,2,2025-08-12T18:33:00Z,refund
A0007,0198,34.46,7,,Refunded
A0874,0184,343.79,1,2025-02-04T03:09:00Z,paid
A3940,0849,270.98,3,2025-10-19T01:50:00Z,paid
A1766,0556,392.87,9,2025-08-05T12:27:00Z,paid
A0430,0236,,2,2025-01-22T04:38:00Z,refunded
A1250,0975,437.2,5,2025-01-03T20:28:00Z,Pending
A3756,0099,154.8,2,2025-07-15T21:46:00Z,refunded
A0303,0340,11.85,3,2025-06-17T08:34:00Z,Pending
A1465,0951,375.4,4,2025-08-20T22:45:00Z,refund
A4575,0848,415.82,,2025-10-11T02:56:00Z,refund
A1353,0921,275.64,5,2025-06-14T23:22:00Z,paid
A2415,0008,357.51,2,2025-05-02T02:30:00Z,Pending
A2275,0095,,1,2025-03-12T06:19:00Z,Refunded
A0863,0229,192.5,4,2025-02-14T01:43:00Z,Pending
A3685,0034,320.36,3,2025-03-20T17:25:00Z,Paid
A2497,0386,191.78,,2025-07-26T06:50:00Z,
A3250,0239,,9,2025-04-17T21:10:00Z,Paid
A4005,0739,227.2,9,2025-09-28T22:33:00Z,Pending
A0819,0353,,6,2025-03-09T23:39:00Z,Paid
A1951,0017,376.57,8,2025-03-12T15:24:00Z,refund
A2433,0307,17.05,6,2025-09-21T01:11:00Z,Pending
A0065,0461,182.79,4,2025-11-17T06:10:00Z,Pending
A3444,0706,122.78,9,,paid
A1537,0324,477.26,9,2025-02-01T03:36:00Z,PAID
A1061,0384,477.15,1,2025-01-27T18:23:00Z,Refunded
A2380,0554,18.81,4,2025-03-23T19:51:00Z,refund
A0061,0916,187.92,3,2025-09-12T05:11:00Z,refunded
A4842,0373,45.54,6,,Paid
A1729,0356,26.2,7,,refund
A1288,0194,267.67,7,2025-03-06T05:06:00Z,PAID
A3380,0681,57.01,5,2025-06-22T18:05:00Z,Paid
A3429,0701,267.14,6,2025-05-21T16:37:00Z,Refunded
A3703,0613,178.61,6,2025-05-17T23:39:00Z,Pending
A4335,0579,43.3,3,2025-03-08T01:55:00Z,Pending
A3527,0551,266.16,5,2025-09-22T22:50:00Z,refund
A0319,0842,256.06,5,2025-07-05T18:28:00Z,refunded
A1023,0457,399.16,2,2025-08-19T03:53:00Z,Paid
A0132,0228,319.67,5,2025-10-02T06:57:00Z,paid
A0137,0759,339.2,6,2025-10-23T19:02:00Z,Refunded
A0947,0834,,1,2025-10-17T03:07:00Z,PAID
A1368,0069,413.52,,2025-09-11T00:52:00Z,paid
A3203,0734,41.74,3,2025-05-07T00:24:00Z,Refunded
A0082,0439,228.23,7,2025-08-29T04:36:00Z,refunded
A0262,0891,144.19,2,2025-06-15T02:52:00Z,Pending
A0476,0752,446.04,9,2025-01-12T01:31:00Z,Paid
A2410,0587,136.39,,2025-06-06T04:58:00Z,refund
A1911,0810,278.19,3,2025-11-17T13:09:00Z,paid
A2761,0438,,,2025-12-18T12:57:00Z,paid
A2419,0376,499.43,3,,paid
A3812,0482,,8,2025-07-24T17:32:00Z,Paid
A3107,0568,404.88,7,2025-06-10T22:08:00Z,PAID
A3357,0700,101.89,7,2025-09-21T12:39:00Z,Refunded
A4318,0614,316.79,4,2025-08-17T10:52:00Z,refunded
A4139,0785,253.12,3,2025-05-06T14:13:00Z,refund
A2829,0476,319.07,2,2025-07-06T03:49:00Z,paid
A4686,0488,472.85,1,2025-04-26T06:56:00Z,refund
A2327,0314,,2,2025-11-29T12:12:00Z,Pending
A3416,0046,93.29,6,2025-08-04T19:43:00Z,Refunded
A4848,0343,370.51,9,2025-03-21T05:45:00Z,refund
A0461,0382,285.64,7,2025-10-18T18:11:00Z,Pending
A2563,0794,288.57,6,2025-09-11T17:11:00Z,
A2724,0573,,6,2025-10-30T15:32:00Z,refunded
A1646,0753,272.72,2,2025-10-12T03:23:00Z,Refunded
A4898,0012,484.68,,2025-05-20T21:08:00Z,PAID
A4136,0321,249.61,7,2025-10-18T13:23:00Z,paid
A3874,0188,318.53,4,2025-09-25T18:55:00Z,paid
A1618,0378,70.86,,2025-03-20T12:40:00Z,
A2705,0433,206.49,9,2025-03-09T00:07:00Z,refund
A0924,0661,282.79,1,2025-01-09T01:50:00Z,Pending
A4257,0324,376.04,9,,PAID
A3620,0492,69.59,3,2025-10-31T21:12:00Z,PAID
A0616,0821,159.61,9,2025-04-23T15:23:00Z,refund
A0191,0383,38.25,6,,refunded
A1011,0133,172.19,5,2025-11-06T16:29:00Z,paid
A0172,0768,128.14,1,2025-07-31T06:04:00Z,refunded
A3180,0252,211.1,9,2025-12-20T03:22:00Z,Pending
A1629,0440,268.69,9,,paid
A2553,0366,373.86,5,2025-12-03T14:36:00Z,Paid
A0154,0107,273.93,3,,refunded
A3816,0040,310.43,5,2025-02-11T08:37:00Z,Paid
A2778,0789,491.56,6,2025-01-25T00:44:00Z,paid
A3929,0251,280.62,5,2025-04-05T13:18:00Z,refunded
A0868,0441,490.25,7,2025-08-06T10:48:00Z,refund
A2657,0873,209.63,1,2025-07-14T16:08:00Z,
A4448,0812,350.67,4,2025-08-05T03:27:00Z,PAID
A1022,0149,493.56,8,2025-06-01T03:48:00Z,Refunded
A0756,0461,213.99,,2025-05-06T23:46:00Z,
A4766,0265,36.32,6,2025-08-21T03:37:00Z,refunded
A2584,0131,272.76,,2025-07-08T02:49:00Z,refunded
A0121,0075,101.06,3,2025-03-04T12:15:00Z,refunded
A4604,0814,62.35,8,2025-07-24T03:50:00Z,paid
A1117,0024,,5,2025-04-14T07:43:00Z,paid
A0505,0737,304.13,1,2025-05-20T14:37:00Z,
A0043,0080,242.95,9,2025-12-17T02:12:00Z,refunded
A0099,0905,307.74,7,2025-02-28T09:46:00Z,refunded
A4240,0338,,7,2025-09-23T03:06:00Z,Pending
A1354,0591,241.01,6,2025-07-11T06:09:00Z,paid
A4001,0143,164.22,6,2025-02-17T08:09:00Z,Refunded
A0933,0536,406.27,,,refunded
A2694,0668,24.69,5,2025-08-22T11:25:00Z,refunded
A4506,0503,156.47,1,2025-03-13T10:43:00Z,Pending
A1255,0971,335.74,1,2025-02-28T08:24:00Z,Pending
A3933,0764,173.41,2,2025-11-13T05:34:00Z,PAID
A4414,0484,343.59,2,2025-03-14T05:55:00Z,Paid
A1758,0640,150.35,5,2025-10-30T10:44:00Z,Paid
A3024,0352,239.68,1,,Refunded
A4962,0277,159.71,9,2025-09-21T12:15:00Z,paid
A1934,0878,65.39,9,,Paid
A0674,0979,223.53,9,2025-08-18T00:37:00Z,paid
A4726,0615,326.94,5,,PAID
A0774,0950,125.61,7,2025-09-24T05:12:00Z,paid
A3272,0846,143.69,2,2025-04-21T17:05:00Z,refunded
A4475,0914,24.71,2,2025-10-10T18:15:00Z,Paid
A3194,0196,212.7,,2025-05-16T21:37:00Z,Paid
A0134,0308,389.87,3,2025-11-25T09:16:00Z,
A4127,0749,311.68,6,2025-08-21T17:50:00Z,refund
A1977,0445,322.08,6,2025-09-05T14:50:00Z,paid
A3123,0821,214.97,1,2025-04-04T11:31:00Z,PAID
A1075,0314,347.5,7,2025-02-12T14:42:00Z,refund
A2743,0219,186.71,1,2025-06-29T20:58:00Z,
A4474,0366,298.17,6,2025-04-29T22:50:00Z,PAID
A1070,0723,,2,2025-02-17T22:49:00Z,PAID
A1341,0447,,1,2025-01-05T06:18:00Z,Refunded
A2825,0147,464.34,,2025-06-08T06:11:00Z,
A2249,0833,230.4,4,2025-07-07T15:22:00Z,
A2034,0857,56.86,1,2025-08-13T05:48:00Z,Paid
A3135,0634,,,2025-12-10T01:49:00Z,Refunded
A4956,0043,457.56,5,2025-09-17T21:19:00Z,
A3716,0007,218.07,5,2025-03-13T14:08:00Z,refund
A2255,0180,41.71,9,2025-12-17T16:54:00Z,Refunded
A1664,0601,315.42,9,,paid
A0994,0821,,3,2025-09-17T18:04:00Z,PAID
A0634,0860,316.48,7,2025-12-09T16:06:00Z,Paid
A3883,0645,39.51,6,2025-03-01T22:51:00Z,Refunded
A1511,0505,305.09,2,2025-12-17T18:00:00Z,Paid
A1604,0099,101.73,9,,Paid
A0715,0021,47.71,7,2025-11-01T02:10:00Z,PAID
A0216,0819,365.04,4,2025-05-17T10:57:00Z,paid
A0011,0790,434.89,7,2025-08-14T02:56:00Z,refunded
A3536,0456,493.81,8,2025-03-17T15:34:00Z,refund
A4819,0109,249.71,,2025-05-12T16:14:00Z,paid
A0431,0249,389.65,,2025-04-29T04:38:00Z,Paid
A2514,0910,100.8,5,2025-05-13T14:25:00Z,Refunded
A2852,0123,469.75,6,2025-02-19T01:35:00Z,paid
A2079,0573,43.0,5,2025-05-21T04:12:00Z,paid
A0514,0077,153.01,7,2025-11-24T17:56:00Z,refund
A0689,0050,445.79,4,2025-02-19T18:01:00Z,Paid
A4203,0926,456.15,8,2025-06-17T15:24:00Z,Paid
A1318,0402,,5,2025-09-15T02:33:00Z,Refunded
A2377,0123,18.91,,2025-11-01T00:15:00Z,Paid
A1029,0385,189.24,3,2025-02-27T01:33:00Z,PAID
A3879,0362,395.56,5,2025-11-11T09:40:00Z,
A2370,0242,243.13,,,Refunded
A4371,0772,258.75,4,2025-04-14T13:15:00Z,Paid
A3968,0458,367.45,3,2025-08-20T14:56:00Z,Pending
A2460,0940,486.63,5,2025-08-25T11:18:00Z,Refunded
A0096,0515,444.27,7,2025-05-10T10:27:00Z,refunded
A4984,0045,348.9,5,2025-01-05T20:42:00Z,Pending
A4400,0378,,8,2025-05-23T02:53:00Z,Pending
A0155,0213,217.08,2,,refunded
A0197,0361,137.0,6,2025-03-09T06:52:00Z,Paid
A1765,0050,422.03,1,2025-10-21T06:54:00Z,refunded
A0337,0472,489.51,1,2025-05-25T00:05:00Z,paid
A2560,0744,,7,2025-06-01T23:51:00Z,refund
A0354,0972,,2,2025-01-11T07:42:00Z,PAID
A1344,0696,18.04,7,2025-03-12T23:38:00Z,Refunded
A3915,0625,8.22,,2025-05-12T16:42:00Z,Paid
A2130,0263,219.38,7,,refund
A3552,0413,337.95,2,2025-11-06T14:39:00Z,Pending
A3088,0138,17.61,5,2025-08-19T15:50:00Z,Paid
A3605,0399,373.64,2,2025-11-28T09:20:00Z,Pending
A0909,0385,485.47,4,2025-12-09T20:54:00Z,
A4246,0564,193.05,9,2025-09-14T16:48:00Z,refunded
A3251,0369,289.33,7,2025-05-26T13:25:00Z,
A1060,0784,,4,2025-10-21T03:22:00Z,paid
A2585,0958,394.41,8,2025-03-14T18:32:00Z,Pending
A4663,0331,225.59,8,,
A0862,0736,37.82,,2025-07-26T00:20:00Z,Pending
A0387,0688,105.37,7,2025-04-24T10:23:00Z,Refunded
A3393,0333,8.76,8,2025-10-10T08:06:00Z,Paid
A4727,0458,194.31,2,2025-02-07T02:58:00Z,
A4758,0177,484.97,6,2025-11-29T06:26:00Z,Pending
A4751,0360,61.34,,2025-03-18T17:14:00Z,Pending
A2666,0150,156.53,2,2025-03-01T17:33:00Z,PAID
A4302,0722,,6,2025-12-01T19:32:00Z,PAID
A2848,0529,199.81,1,2025-02-12T11:05:00Z,Paid
A3077,0744,125.13,5,,Paid
A4813,0301,121.89,2,2025-04-15T09:56:00Z,
A0989,0566,161.16,2,2025-07-15T17:05:00Z,Refunded
A3392,0973,,2,2025-12-13T19:11:00Z,Refunded
A4990,0757,262.86,,2025-11-16T16:24:00Z,Paid
A4876,0447,387.18,1,2025-02-27T17:32:00Z,PAID
A3657,0325,467.23,7,2025-12-16T16:59:00Z,Paid
A3834,0527,64.02,6,2025-05-05T20:50:00Z,paid
A2502,0599,332.1,3,2025-10-25T01:25:00Z,refunded
A4179,0489,499.23,7,2025-05-04T03:08:00Z,Pending
A3551,0241,288.62,3,2025-07-11T12:06:00Z,PAID
A2547,0654,,2,2025-11-28T18:14:00Z,paid
A0746,0566,,,2025-07-28T10:38:00Z,Paid
A0822,0910,331.9,3,2025-01-20T00:00:00Z,refunded
A3422,0104,164.08,,,
A1313,0744,170.61,2,2025-02-18T02:33:00Z,refund
A0072,0463,22.85,,2025-07-06T20:41:00Z,paid
A4073,0122,163.36,2,2025-12-21T11:41:00Z,Refunded
A3917,0381,186.17,7,2025-11-05T10:06:00Z,Refunded
A4168,0879,181.51,,2025-02-05T02:56:00Z,paid
A3330,0386,,5,2025-03-13T10:01:00Z,Paid
A1463,0257,238.49,,2025-01-20T21:11:00Z,refund
A4853,0674,464.05,7,2025-01-31T20:11:00Z,PAID
A4178,0286,493.37,4,2025-03-29T11:06:00Z,Pending
A2967,0825,32.26,3,2025-06-10T19:00:00Z,Pending
A0194,0432,50.97,4,2025-12-09T16:23:00Z,PAID
A3769,0362,466.89,6,2025-05-19T03:27:00Z,Pending
A3870,0047,93.65,7,2025-11-10T03:47:00Z,paid
A4970,0307,288.42,6,2025-05-27T19:32:00Z,paid
A4389,0273,190.15,2,2025-11-16T08:57:00Z,refund
A0370,0821,438.72,5,2025-05-21T14:17:00Z,Refunded
A4669,0348,86.14,7,2025-05-14T21:00:00Z,Pending
A3401,0219,283.68,8,2025-03-04T09:02:00Z,refunded
A0075,0254,400.84,3,2025-09-11T20:14:00Z,refunded
A4128,0081,145.14,9,2025-05-29T01:16:00Z,refund
A4207,0737,79.73,5,,Refunded
A3207,0865,9.82,6,2025-12-05T22:34:00Z,refunded
A4549,0307,234.03,8,2025-09-23T03:31:00Z,Paid
A4434,0866,434.32,3,2025-05-05T09:01:00Z,refunded
A0589,0182,257.54,9,2025-01-16T15:40:00Z,refund
A4772,0374,71.21,8,,PAID
A0034,0703,416.15,1,2025-07-13T15:56:00Z,
A0926,0899,480.99,5,2025-02-17T18:19:00Z,Paid
A2236,0009,394.07,1,2025-12-20T03:04:00Z,refunded
A4650,0161,244.55,7,2025-10-04T21:30:00Z,Pending
A1281,0677,68.27,6,2025-12-06T18:14:00Z,Paid
A2858,0549,161.9,1,2025-07-21T01:19:00Z,Paid
A4967,0618,,8,2025-04-21T16:52:00Z,Refunded
A1150,0667,330.81,4,2025-02-21T06:03:00Z,refund
A2124,0731,239.95,,2025-12-02T23:27:00Z,PAID
A1594,0437,342.95,8,2025-08-02T13:34:00Z,Pending
A4032,0518,343.66,7,2025-12-17T16:13:00Z,Pending
A3991,0066,,8,,
A1965,0894,168.17,9,,Paid
A2611,0263,281.59,3,2025-12-20T10:22:00Z,Refunded
A1104,0304,178.84,,2025-11-12T07:36:00Z,Pending
A3780,0824,17.38,3,2025-10-12T20:46:00Z,Pending
A2692,0239,226.87,5,2025-03-30T08:52:00Z,PAID
A0235,0521,68.26,9,2025-03-05T21:32:00Z,refunded
A3663,0605,,1,2025-01-23T15:10:00Z,PAID
A3110,0962,64.37,2,2025-02-27T17:06:00Z,paid
A1109,0082,214.07,6,2025-05-31T08:26:00Z,PAID
A1246,0582,215.96,7,2025-12-01T22:06:00Z,Refunded
A4236,0844,115.16,8,2025-02-23T01:59:00Z,paid
A1123,0583,31.89,,2025-08-28T19:42:00Z,PAID
A1347,0338,130.28,2,2025-08-24T16:46:00Z,paid
A0558,0902,160.36,5,2025-01-17T17:07:00Z,PAID
A0044,0252,284.73,8,2025-07-27T05:21:00Z,
A4930,0813,258.42,8,2025-11-05T06:32:00Z,Paid
A1991,0203,207.27,2,2025-01-01T22:13:00Z,Pending
A4056,0411,383.27,7,2025-04-13T03:05:00Z,refunded
A3214,0333,,2,2025-08-01T11:08:00Z,Paid
A1332,0551,47.61,,2025-02-20T21:47:00Z,
A3192,0715,104.51,8,2025-10-02T04:09:00Z,paid
A2000,0135,191.93,6,2025-04-15T07:10:00Z,
A2951,0083,,2,2025-11-29T23:16:00Z,Refunded
A3727,0467,237.38,9,2025-05-18T15:22:00Z,paid
A0054,0590,61.58,5,2025-06-28T07:12:00Z,Refunded
A1562,0288,77.22,6,2025-07-22T12:06:00Z,
A4915,0296,393.16,,2025-04-01T03:48:00Z,refunded
A1870,0105,165.8,7,,Paid
A4868,0763,214.67,9,2025-10-16T03:50:00Z,refunded
A2463,0607,75.47,3,2025-02-11T22:14:00Z,Pending
A2278,0568,87.06,4,,PAID
A0709,0875,87.98,3,2025-07-04T23:48:00Z,refund
A2821,0702,495.92,7,2025-09-09T02:33:00Z,Pending
A1184,0163,208.56,7,2025-06-17T15:24:00Z,refund
A0785,0634,94.43,6,2025-01-28T23:23:00Z,paid
A0115,0172,423.97,4,,refunded
A0494,0678,413.0,,2025-05-22T23:10:00Z,
A1544,0118,318.2,7,2025-01-26T06:42:00Z,PAID
A0052,0243,436.09,1,2025-06-14T21:36:00Z,refunded
A1903,0052,,6,2025-11-24T19:24:00Z,
A1655,0135,380.75,9,2025-10-23T10:11:00Z,
A3295,0579,,8,2025-02-24T04:41:00Z,Pending
A1435,0088,362.51,1,2025-02-21T16:26:00Z,refund
A3341,0999,18.15,7,2025-04-03T05:06:00Z,PAID
A2561,0329,401.91,2,2025-06-04T17:34:00Z,Refunded
A3065,0450,49.42,6,2025-07-19T04:07:00Z,refund
A1617,0755,85.84,5,2025-12-14T18:01:00Z,refund
A4558,0741,15.77,3,2025-11-14T13:18:00Z,paid
A4735,0497,58.32,7,2025-10-18T13:11:00Z,paid
A0236,0545,93.36,7,2025-01-17T02:55:00Z,paid
A1489,0417,411.33,3,2025-05-03T16:47:00Z,Refunded
A4263,0690,200.88,1,2025-07-08T11:56:00Z,refund
A1484,0030,65.1,3,2025-07-06T11:18:00Z,
